Date,Time,Type,Remark,Keyword,"Total Time (Seconds)","Speed Upload (KB)","Speed Download (KB)","Size Upload (KB)","Size Download (KB)"
05-08-2017,18:47:41,TrackerStart
05-08-2017,18:47:41,KeywordSearchStart,"Ankylosing Spodylitis","Ankylosing Spodylitis"
05-08-2017,18:47:41,Request,https://clinicaltrials.gov/ct2/results?term=Ankylosing+Spodylitis&Search=&displayxml=true&pg=1,"Ankylosing Spodylitis",0.36,0,455,0.00,0.16
05-08-2017,18:47:41,KeywordSearchEnd,"Ankylosing Spodylitis","Ankylosing Spodylitis"
05-08-2017,18:47:41,KeywordSearchStart,"Crohn's Disease","Crohn's Disease"
05-08-2017,18:47:41,Request,https://clinicaltrials.gov/ct2/results?term=Crohn%27s+Disease&Search=&displayxml=true&pg=1,"Crohn's Disease",0.25,0,214128,0.00,52.28
05-08-2017,18:47:42,Request,https://clinicaltrials.gov/ct2/show/record/NCT01736046?,"Crohn's Disease",0.093,0,527827,0.00,47.94
05-08-2017,18:47:42,Request,https://clinicaltrials.gov/ct2/show/record/NCT01074580?,"Crohn's Disease",0.485,0,79511,0.00,37.66
05-08-2017,18:47:42,Request,https://clinicaltrials.gov/ct2/show/record/NCT01554007?,"Crohn's Disease",0.234,0,192294,0.00,43.94
05-08-2017,18:47:43,Request,https://clinicaltrials.gov/ct2/show/record/NCT00723840?,"Crohn's Disease",0.328,0,125106,0.00,40.07
05-08-2017,18:47:43,Request,https://clinicaltrials.gov/ct2/show/record/NCT02231814?,"Crohn's Disease",0.375,0,123757,0.00,45.32
05-08-2017,18:47:43,Request,https://clinicaltrials.gov/ct2/show/record/NCT02504255?,"Crohn's Disease",0.391,0,106590,0.00,40.70
05-08-2017,18:47:46,Request,https://clinicaltrials.gov/ct2/show/record/NCT00356408?,"Crohn's Disease",2.187,0,17994,0.00,38.43
05-08-2017,18:47:46,Request,https://clinicaltrials.gov/ct2/show/record/NCT01355614?,"Crohn's Disease",0.75,0,50860,0.00,37.25
05-08-2017,18:47:47,Request,https://clinicaltrials.gov/ct2/show/record/NCT00587210?,"Crohn's Disease",0.422,0,89862,0.00,37.03
05-08-2017,18:47:48,Request,https://clinicaltrials.gov/ct2/show/record/NCT02768532?,"Crohn's Disease",1,0,51748,0.00,50.54
05-08-2017,18:47:48,Request,https://clinicaltrials.gov/ct2/show/record/NCT02061163?,"Crohn's Disease",0.453,0,88083,0.00,38.97
05-08-2017,18:47:49,Request,https://clinicaltrials.gov/ct2/show/record/NCT01759264?,"Crohn's Disease",0.766,0,54467,0.00,40.74
05-08-2017,18:47:49,Request,https://clinicaltrials.gov/ct2/show/record/NCT00409682?,"Crohn's Disease",0.531,0,119832,0.00,62.14
05-08-2017,18:47:50,Request,https://clinicaltrials.gov/ct2/show/record/NCT01155362?,"Crohn's Disease",0.422,0,98284,0.00,40.50
05-08-2017,18:47:50,Request,https://clinicaltrials.gov/ct2/show/record/NCT01392365?,"Crohn's Disease",0.281,0,153907,0.00,42.23
05-08-2017,18:47:51,Request,https://clinicaltrials.gov/ct2/show/record/NCT01671579?,"Crohn's Disease",0.516,0,78073,0.00,39.34
05-08-2017,18:47:51,Request,https://clinicaltrials.gov/ct2/show/record/NCT01573078?,"Crohn's Disease",0.297,0,127323,0.00,36.93
05-08-2017,18:47:51,Request,https://clinicaltrials.gov/ct2/show/record/NCT02843100?,"Crohn's Disease",0.453,0,104154,0.00,46.08
05-08-2017,18:47:52,Request,https://clinicaltrials.gov/ct2/show/record/NCT01632462?,"Crohn's Disease",0.359,0,182417,0.00,63.95
05-08-2017,18:47:52,Request,https://clinicaltrials.gov/ct2/show/record/NCT01083680?,"Crohn's Disease",0.547,0,79809,0.00,42.63
05-08-2017,18:47:53,Request,https://clinicaltrials.gov/ct2/show/record/NCT02520843?,"Crohn's Disease",0.469,0,96243,0.00,44.08
05-08-2017,18:47:53,Request,https://clinicaltrials.gov/ct2/show/record/NCT01046773?,"Crohn's Disease",0.375,0,137602,0.00,50.39
05-08-2017,18:47:54,Request,https://clinicaltrials.gov/ct2/show/record/NCT02940054?,"Crohn's Disease",0.39,0,109730,0.00,41.79
05-08-2017,18:47:54,Request,https://clinicaltrials.gov/ct2/show/record/NCT01105741?,"Crohn's Disease",0.391,0,110946,0.00,42.36
05-08-2017,18:47:54,Request,https://clinicaltrials.gov/ct2/show/record/NCT02825316?,"Crohn's Disease",0.422,0,98390,0.00,40.55
05-08-2017,18:47:55,Request,https://clinicaltrials.gov/ct2/show/record/NCT00851565?,"Crohn's Disease",0.39,0,133905,0.00,51.00
05-08-2017,18:47:55,Request,https://clinicaltrials.gov/ct2/show/record/NCT00130390?,"Crohn's Disease",0.422,0,95485,0.00,39.35
05-08-2017,18:47:56,Request,https://clinicaltrials.gov/ct2/show/record/NCT00528073?,"Crohn's Disease",0.407,0,111542,0.00,44.33
05-08-2017,18:47:56,Request,https://clinicaltrials.gov/ct2/show/record/NCT00487396?,"Crohn's Disease",0.562,0,80987,0.00,44.45
05-08-2017,18:47:57,Request,https://clinicaltrials.gov/ct2/show/record/NCT00207662?,"Crohn's Disease",0.563,0,69621,0.00,38.28
05-08-2017,18:47:58,Request,https://clinicaltrials.gov/ct2/show/record/NCT02472457?,"Crohn's Disease",1.234,0,34619,0.00,41.72
05-08-2017,18:47:58,Request,https://clinicaltrials.gov/ct2/show/record/NCT01182467?,"Crohn's Disease",0.344,0,118029,0.00,39.65
05-08-2017,18:47:59,Request,https://clinicaltrials.gov/ct2/show/record/NCT00109473?,"Crohn's Disease",0.578,0,79911,0.00,45.11
05-08-2017,18:48:03,Request,https://clinicaltrials.gov/ct2/show/record/NCT01276509?,"Crohn's Disease",4,0,11494,0.00,44.90
05-08-2017,18:48:04,Request,https://clinicaltrials.gov/ct2/show/record/NCT00291668?,"Crohn's Disease",0.625,0,70582,0.00,43.08
05-08-2017,18:48:04,Request,https://clinicaltrials.gov/ct2/show/record/NCT01150890?,"Crohn's Disease",0.375,0,107866,0.00,39.50
05-08-2017,18:48:05,Request,https://clinicaltrials.gov/ct2/show/record/NCT01874015?,"Crohn's Disease",0.579,0,69713,0.00,39.42
05-08-2017,18:48:05,Request,https://clinicaltrials.gov/ct2/show/record/NCT00588653?,"Crohn's Disease",0.546,0,81111,0.00,43.25
05-08-2017,18:48:06,Request,https://clinicaltrials.gov/ct2/show/record/NCT01958827?,"Crohn's Disease",0.485,0,103016,0.00,48.79
05-08-2017,18:48:06,Request,https://clinicaltrials.gov/ct2/show/record/NCT01365767?,"Crohn's Disease",0.484,0,84473,0.00,39.93
05-08-2017,18:48:07,Request,https://clinicaltrials.gov/ct2/show/record/NCT00599625?,"Crohn's Disease",0.5,0,87340,0.00,42.65
05-08-2017,18:48:07,Request,https://clinicaltrials.gov/ct2/show/record/NCT00126373?,"Crohn's Disease",0.5,0,80502,0.00,39.31
05-08-2017,18:48:08,Request,https://clinicaltrials.gov/ct2/show/record/NCT02772458?,"Crohn's Disease",0.531,0,78928,0.00,40.93
05-08-2017,18:48:08,Request,https://clinicaltrials.gov/ct2/show/record/NCT02378688?,"Crohn's Disease",0.5,0,75290,0.00,36.76
05-08-2017,18:48:09,Request,https://clinicaltrials.gov/ct2/show/record/NCT00584740?,"Crohn's Disease",0.579,0,75504,0.00,42.69
05-08-2017,18:48:09,Request,https://clinicaltrials.gov/ct2/show/record/NCT01030809?,"Crohn's Disease",0.453,0,90000,0.00,39.81
05-08-2017,18:48:10,Request,https://clinicaltrials.gov/ct2/show/record/NCT00596700?,"Crohn's Disease",0.563,0,79353,0.00,43.63
05-08-2017,18:48:10,Request,https://clinicaltrials.gov/ct2/show/record/NCT01345799?,"Crohn's Disease",0.672,0,54892,0.00,36.02
05-08-2017,18:48:12,Request,https://clinicaltrials.gov/ct2/show/record/NCT01860846?,"Crohn's Disease",1.937,0,24469,0.00,46.29
05-08-2017,18:48:13,Request,https://clinicaltrials.gov/ct2/show/record/NCT00088062?,"Crohn's Disease",0.656,0,55074,0.00,35.28
05-08-2017,18:48:13,Request,https://clinicaltrials.gov/ct2/show/record/NCT01235689?,"Crohn's Disease",0.438,0,101997,0.00,43.63
05-08-2017,18:48:14,Request,https://clinicaltrials.gov/ct2/show/record/NCT00269854?,"Crohn's Disease",0.656,0,66129,0.00,42.36
05-08-2017,18:48:15,Request,https://clinicaltrials.gov/ct2/show/record/NCT03194529?,"Crohn's Disease",0.547,0,83703,0.00,44.71
05-08-2017,18:48:17,Request,https://clinicaltrials.gov/ct2/show/record/NCT00308581?,"Crohn's Disease",2.531,0,26854,0.00,66.38
05-08-2017,18:48:18,Request,https://clinicaltrials.gov/ct2/show/record/NCT01298648?,"Crohn's Disease",1.032,0,41613,0.00,41.94
05-08-2017,18:48:19,Request,https://clinicaltrials.gov/ct2/show/record/NCT00297648?,"Crohn's Disease",0.531,0,107939,0.00,55.97
05-08-2017,18:48:27,Request,https://clinicaltrials.gov/ct2/show/record/NCT00692939?,"Crohn's Disease",8.047,0,28,0.00,0.22
05-08-2017,18:48:27,Request,https://clinicaltrials.gov/ct2/show/record/NCT01190410?,"Crohn's Disease",0.765,0,54495,0.00,40.71
05-08-2017,18:48:28,Request,https://clinicaltrials.gov/ct2/show/record/NCT00178438?,"Crohn's Disease",0.531,0,70986,0.00,36.81
05-08-2017,18:48:29,Request,https://clinicaltrials.gov/ct2/show/record/NCT01190839?,"Crohn's Disease",0.86,0,55237,0.00,46.39
05-08-2017,18:48:29,Request,https://clinicaltrials.gov/ct2/show/record/NCT01258205?,"Crohn's Disease",0.453,0,88794,0.00,39.28
05-08-2017,18:48:30,Request,https://clinicaltrials.gov/ct2/show/record/NCT00206661?,"Crohn's Disease",0.859,0,47852,0.00,40.14
05-08-2017,18:48:31,Request,https://clinicaltrials.gov/ct2/show/record/NCT00102921?,"Crohn's Disease",0.469,0,84477,0.00,38.69
05-08-2017,18:48:31,Request,https://clinicaltrials.gov/ct2/show/record/NCT01576120?,"Crohn's Disease",0.828,0,54047,0.00,43.70
05-08-2017,18:48:32,Request,https://clinicaltrials.gov/ct2/show/record/NCT00573469?,"Crohn's Disease",0.484,0,84411,0.00,39.90
05-08-2017,18:48:33,Request,https://clinicaltrials.gov/ct2/show/record/NCT01157650?,"Crohn's Disease",0.828,0,69832,0.00,56.47
05-08-2017,18:48:33,Request,https://clinicaltrials.gov/ct2/show/record/NCT00383344?,"Crohn's Disease",0.657,0,58572,0.00,37.58
05-08-2017,18:48:34,Request,https://clinicaltrials.gov/ct2/show/record/NCT03088449?,"Crohn's Disease",0.703,0,61581,0.00,42.28
05-08-2017,18:48:35,Request,https://clinicaltrials.gov/ct2/show/record/NCT01749813?,"Crohn's Disease",0.657,0,63178,0.00,40.54
05-08-2017,18:48:37,Request,https://clinicaltrials.gov/ct2/show/record/NCT00739986?,"Crohn's Disease",2.297,0,18979,0.00,42.57
05-08-2017,18:48:38,Request,https://clinicaltrials.gov/ct2/show/record/NCT03054935?,"Crohn's Disease",0.859,0,51679,0.00,43.35
05-08-2017,18:48:39,Request,https://clinicaltrials.gov/ct2/show/record/NCT00306215?,"Crohn's Disease",0.547,0,71963,0.00,38.44
05-08-2017,18:48:39,Request,https://clinicaltrials.gov/ct2/show/record/NCT02426567?,"Crohn's Disease",0.859,0,53454,0.00,44.84
05-08-2017,18:48:40,Request,https://clinicaltrials.gov/ct2/show/record/NCT00572780?,"Crohn's Disease",0.703,0,52473,0.00,36.02
