Date,Time,Type,Remark,Keyword,"Total Time (Seconds)","Speed Upload (KB)","Speed Download (KB)","Size Upload (KB)","Size Download (KB)"
05-08-2017,19:39:54,TrackerStart
05-08-2017,19:39:54,KeywordSearchStart,"Ankylosing Spodylitis","Ankylosing Spodylitis"
05-08-2017,19:39:55,Request,https://clinicaltrials.gov/ct2/results?term=Ankylosing+Spodylitis&Search=&displayxml=true&pg=1,"Ankylosing Spodylitis",0.922,0,177,0.00,0.16
05-08-2017,19:39:55,KeywordSearchEnd,"Ankylosing Spodylitis","Ankylosing Spodylitis"
05-08-2017,19:39:55,KeywordSearchStart,"Crohn's Disease","Crohn's Disease"
05-08-2017,19:39:56,Request,https://clinicaltrials.gov/ct2/results?term=Crohn%27s+Disease&Search=&displayxml=true&pg=1,"Crohn's Disease",0.969,0,55244,0.00,52.28
05-08-2017,19:39:57,Request,https://clinicaltrials.gov/ct2/show/record/NCT01736046?,"Crohn's Disease",0.672,0,73047,0.00,47.94
05-08-2017,19:39:58,Request,https://clinicaltrials.gov/ct2/show/record/NCT01074580?,"Crohn's Disease",1.516,0,25437,0.00,37.66
05-08-2017,19:40:00,Request,https://clinicaltrials.gov/ct2/show/record/NCT01554007?,"Crohn's Disease",1.406,0,32003,0.00,43.94
05-08-2017,19:40:00,Request,https://clinicaltrials.gov/ct2/show/record/NCT00723840?,"Crohn's Disease",0.797,0,51486,0.00,40.07
05-08-2017,19:40:02,Request,https://clinicaltrials.gov/ct2/show/record/NCT02231814?,"Crohn's Disease",1.36,0,34124,0.00,45.32
05-08-2017,19:40:03,Request,https://clinicaltrials.gov/ct2/show/record/NCT02504255?,"Crohn's Disease",0.812,0,51326,0.00,40.70
05-08-2017,19:40:04,Request,https://clinicaltrials.gov/ct2/show/record/NCT00356408?,"Crohn's Disease",1.531,0,25705,0.00,38.43
05-08-2017,19:40:06,Request,https://clinicaltrials.gov/ct2/show/record/NCT01355614?,"Crohn's Disease",1.5,0,25430,0.00,37.25
05-08-2017,19:40:07,Request,https://clinicaltrials.gov/ct2/show/record/NCT00587210?,"Crohn's Disease",1.516,0,25014,0.00,37.03
05-08-2017,19:40:08,Request,https://clinicaltrials.gov/ct2/show/record/NCT02768532?,"Crohn's Disease",0.781,0,66258,0.00,50.54
05-08-2017,19:40:09,Request,https://clinicaltrials.gov/ct2/show/record/NCT02061163?,"Crohn's Disease",1.484,0,26888,0.00,38.97
05-08-2017,19:40:10,Request,https://clinicaltrials.gov/ct2/show/record/NCT01759264?,"Crohn's Disease",0.813,0,51318,0.00,40.74
05-08-2017,19:40:12,Request,https://clinicaltrials.gov/ct2/show/record/NCT00409682?,"Crohn's Disease",1.531,0,41561,0.00,62.14
05-08-2017,19:40:13,Request,https://clinicaltrials.gov/ct2/show/record/NCT01155362?,"Crohn's Disease",0.828,0,50091,0.00,40.50
05-08-2017,19:40:13,Request,https://clinicaltrials.gov/ct2/show/record/NCT01392365?,"Crohn's Disease",0.813,0,53195,0.00,42.23
05-08-2017,19:40:14,Request,https://clinicaltrials.gov/ct2/show/record/NCT01671579?,"Crohn's Disease",0.828,0,48654,0.00,39.34
05-08-2017,19:40:19,Request,https://clinicaltrials.gov/ct2/show/record/NCT01573078?,"Crohn's Disease",4.656,0,8121,0.00,36.93
05-08-2017,19:40:20,Request,https://clinicaltrials.gov/ct2/show/record/NCT02843100?,"Crohn's Disease",1.546,0,30518,0.00,46.08
05-08-2017,19:40:21,Request,https://clinicaltrials.gov/ct2/show/record/NCT01632462?,"Crohn's Disease",0.891,0,73499,0.00,63.95
05-08-2017,19:40:23,Request,https://clinicaltrials.gov/ct2/show/record/NCT01083680?,"Crohn's Disease",1.578,0,27665,0.00,42.63
05-08-2017,19:40:24,Request,https://clinicaltrials.gov/ct2/show/record/NCT02520843?,"Crohn's Disease",1.578,0,28604,0.00,44.08
05-08-2017,19:40:25,Request,https://clinicaltrials.gov/ct2/show/record/NCT01046773?,"Crohn's Disease",0.828,0,62320,0.00,50.39
05-08-2017,19:40:27,Request,https://clinicaltrials.gov/ct2/show/record/NCT02940054?,"Crohn's Disease",1.547,0,27663,0.00,41.79
05-08-2017,19:40:28,Request,https://clinicaltrials.gov/ct2/show/record/NCT01105741?,"Crohn's Disease",0.843,0,51459,0.00,42.36
05-08-2017,19:40:29,Request,https://clinicaltrials.gov/ct2/show/record/NCT02825316?,"Crohn's Disease",1.563,0,26564,0.00,40.55
05-08-2017,19:40:30,Request,https://clinicaltrials.gov/ct2/show/record/NCT00851565?,"Crohn's Disease",0.844,0,61875,0.00,51.00
05-08-2017,19:40:32,Request,https://clinicaltrials.gov/ct2/show/record/NCT00130390?,"Crohn's Disease",1.562,0,25797,0.00,39.35
05-08-2017,19:40:33,Request,https://clinicaltrials.gov/ct2/show/record/NCT00528073?,"Crohn's Disease",0.875,0,51883,0.00,44.33
05-08-2017,19:40:34,Request,https://clinicaltrials.gov/ct2/show/record/NCT00487396?,"Crohn's Disease",1.532,0,29709,0.00,44.45
05-08-2017,19:40:35,Request,https://clinicaltrials.gov/ct2/show/record/NCT00207662?,"Crohn's Disease",1.031,0,38018,0.00,38.28
05-08-2017,19:40:37,Request,https://clinicaltrials.gov/ct2/show/record/NCT02472457?,"Crohn's Disease",1.407,0,30362,0.00,41.72
05-08-2017,19:40:45,Request,https://clinicaltrials.gov/ct2/show/record/NCT01182467?,"Crohn's Disease",8.031,0,28,0.00,0.22
05-08-2017,19:40:46,Request,https://clinicaltrials.gov/ct2/show/record/NCT00109473?,"Crohn's Disease",1.312,0,35205,0.00,45.11
05-08-2017,19:40:47,Request,https://clinicaltrials.gov/ct2/show/record/NCT01276509?,"Crohn's Disease",1.016,0,45253,0.00,44.90
05-08-2017,19:40:49,Request,https://clinicaltrials.gov/ct2/show/record/NCT00291668?,"Crohn's Disease",2.25,0,19606,0.00,43.08
05-08-2017,19:40:54,Request,https://clinicaltrials.gov/ct2/show/record/NCT01150890?,"Crohn's Disease",5.172,0,7820,0.00,39.50
05-08-2017,19:40:56,Request,https://clinicaltrials.gov/ct2/show/record/NCT01874015?,"Crohn's Disease",1.672,0,24141,0.00,39.42
05-08-2017,19:40:57,Request,https://clinicaltrials.gov/ct2/show/record/NCT00588653?,"Crohn's Disease",0.984,0,45007,0.00,43.25
05-08-2017,19:41:05,Request,https://clinicaltrials.gov/ct2/show/record/NCT01958827?,"Crohn's Disease",8.25,0,6056,0.00,48.79
05-08-2017,19:41:13,Request,https://clinicaltrials.gov/ct2/show/record/NCT01365767?,"Crohn's Disease",8.031,0,28,0.00,0.22
05-08-2017,19:41:15,Request,https://clinicaltrials.gov/ct2/show/record/NCT00599625?,"Crohn's Disease",1.594,0,27396,0.00,42.65
05-08-2017,19:41:16,Request,https://clinicaltrials.gov/ct2/show/record/NCT00126373?,"Crohn's Disease",1.172,0,34343,0.00,39.31
05-08-2017,19:41:18,Request,https://clinicaltrials.gov/ct2/show/record/NCT02772458?,"Crohn's Disease",1.734,0,24170,0.00,40.93
05-08-2017,19:41:19,Request,https://clinicaltrials.gov/ct2/show/record/NCT02378688?,"Crohn's Disease",1.016,0,37052,0.00,36.76
05-08-2017,19:41:21,Request,https://clinicaltrials.gov/ct2/show/record/NCT00584740?,"Crohn's Disease",1.734,0,25211,0.00,42.69
05-08-2017,19:41:22,Request,https://clinicaltrials.gov/ct2/show/record/NCT01030809?,"Crohn's Disease",0.985,0,41390,0.00,39.81
05-08-2017,19:41:30,Request,https://clinicaltrials.gov/ct2/show/record/NCT00596700?,"Crohn's Disease",8.062,0,28,0.00,0.22
05-08-2017,19:41:31,Request,https://clinicaltrials.gov/ct2/show/record/NCT01345799?,"Crohn's Disease",1.125,0,32789,0.00,36.02
