Date,Time,Type,Remark,Keyword,"Total Time (Seconds)","Speed Upload (KB)","Speed Download (KB)","Size Upload (KB)","Size Download (KB)"
05-08-2017,18:54:52,TrackerStart
05-08-2017,18:54:52,KeywordSearchStart,"Ankylosing Spodylitis","Ankylosing Spodylitis"
05-08-2017,18:54:53,Request,https://clinicaltrials.gov/ct2/results?term=Ankylosing+Spodylitis&Search=&displayxml=true&pg=1,"Ankylosing Spodylitis",0.75,0,218,0.00,0.16
05-08-2017,18:54:53,KeywordSearchEnd,"Ankylosing Spodylitis","Ankylosing Spodylitis"
05-08-2017,18:54:53,KeywordSearchStart,"Crohn's Disease","Crohn's Disease"
05-08-2017,18:54:54,Request,https://clinicaltrials.gov/ct2/results?term=Crohn%27s+Disease&Search=&displayxml=true&pg=1,"Crohn's Disease",0.797,0,67166,0.00,52.28
05-08-2017,18:54:54,Request,https://clinicaltrials.gov/ct2/show/record/NCT01736046?,"Crohn's Disease",0.438,0,112073,0.00,47.94
05-08-2017,18:54:56,Request,https://clinicaltrials.gov/ct2/show/record/NCT01074580?,"Crohn's Disease",1.359,0,28376,0.00,37.66
05-08-2017,18:54:57,Request,https://clinicaltrials.gov/ct2/show/record/NCT01554007?,"Crohn's Disease",1.125,0,39997,0.00,43.94
05-08-2017,18:54:57,Request,https://clinicaltrials.gov/ct2/show/record/NCT00723840?,"Crohn's Disease",0.703,0,58371,0.00,40.07
05-08-2017,18:54:59,Request,https://clinicaltrials.gov/ct2/show/record/NCT02231814?,"Crohn's Disease",1.219,0,38071,0.00,45.32
05-08-2017,18:54:59,Request,https://clinicaltrials.gov/ct2/show/record/NCT02504255?,"Crohn's Disease",0.718,0,58045,0.00,40.70
05-08-2017,18:55:01,Request,https://clinicaltrials.gov/ct2/show/record/NCT00356408?,"Crohn's Disease",1.219,0,32284,0.00,38.43
05-08-2017,18:55:05,Request,https://clinicaltrials.gov/ct2/show/record/NCT01355614?,"Crohn's Disease",4.641,0,8219,0.00,37.25
05-08-2017,18:55:06,Request,https://clinicaltrials.gov/ct2/show/record/NCT00587210?,"Crohn's Disease",1.25,0,30337,0.00,37.03
05-08-2017,18:55:09,Request,https://clinicaltrials.gov/ct2/show/record/NCT02768532?,"Crohn's Disease",2.578,0,20072,0.00,50.54
05-08-2017,18:55:10,Request,https://clinicaltrials.gov/ct2/show/record/NCT02061163?,"Crohn's Disease",1.266,0,31518,0.00,38.97
05-08-2017,18:55:11,Request,https://clinicaltrials.gov/ct2/show/record/NCT01759264?,"Crohn's Disease",0.75,0,55629,0.00,40.74
05-08-2017,18:55:12,Request,https://clinicaltrials.gov/ct2/show/record/NCT00409682?,"Crohn's Disease",1.265,0,50301,0.00,62.14
05-08-2017,18:55:13,Request,https://clinicaltrials.gov/ct2/show/record/NCT01155362?,"Crohn's Disease",0.703,0,58998,0.00,40.50
05-08-2017,18:55:14,Request,https://clinicaltrials.gov/ct2/show/record/NCT01392365?,"Crohn's Disease",1.25,0,34598,0.00,42.23
05-08-2017,18:55:15,Request,https://clinicaltrials.gov/ct2/show/record/NCT01671579?,"Crohn's Disease",1.063,0,37898,0.00,39.34
05-08-2017,18:55:16,Request,https://clinicaltrials.gov/ct2/show/record/NCT01573078?,"Crohn's Disease",0.937,0,40357,0.00,36.93
05-08-2017,18:55:23,Request,https://clinicaltrials.gov/ct2/show/record/NCT02843100?,"Crohn's Disease",6.453,0,7311,0.00,46.08
05-08-2017,18:55:24,Request,https://clinicaltrials.gov/ct2/show/record/NCT01632462?,"Crohn's Disease",1.266,0,51728,0.00,63.95
05-08-2017,18:55:30,Request,https://clinicaltrials.gov/ct2/show/record/NCT01083680?,"Crohn's Disease",5.75,0,7592,0.00,42.63
05-08-2017,18:55:31,Request,https://clinicaltrials.gov/ct2/show/record/NCT02520843?,"Crohn's Disease",1.218,0,37059,0.00,44.08
05-08-2017,18:55:32,Request,https://clinicaltrials.gov/ct2/show/record/NCT01046773?,"Crohn's Disease",0.875,0,58972,0.00,50.39
05-08-2017,18:55:33,Request,https://clinicaltrials.gov/ct2/show/record/NCT02940054?,"Crohn's Disease",1.313,0,32593,0.00,41.79
05-08-2017,18:55:34,Request,https://clinicaltrials.gov/ct2/show/record/NCT01105741?,"Crohn's Disease",0.797,0,54429,0.00,42.36
05-08-2017,18:55:35,Request,https://clinicaltrials.gov/ct2/show/record/NCT02825316?,"Crohn's Disease",0.75,0,55361,0.00,40.55
05-08-2017,18:55:36,Request,https://clinicaltrials.gov/ct2/show/record/NCT00851565?,"Crohn's Disease",1.375,0,37980,0.00,51.00
05-08-2017,18:55:37,Request,https://clinicaltrials.gov/ct2/show/record/NCT00130390?,"Crohn's Disease",0.75,0,53726,0.00,39.35
05-08-2017,18:55:46,Request,https://clinicaltrials.gov/ct2/show/record/NCT00528073?,"Crohn's Disease",8.719,0,5206,0.00,44.33
05-08-2017,18:55:47,Request,https://clinicaltrials.gov/ct2/show/record/NCT00487396?,"Crohn's Disease",1.453,0,31324,0.00,44.45
05-08-2017,18:55:48,Request,https://clinicaltrials.gov/ct2/show/record/NCT00207662?,"Crohn's Disease",1.469,0,26682,0.00,38.28
05-08-2017,18:55:49,Request,https://clinicaltrials.gov/ct2/show/record/NCT02472457?,"Crohn's Disease",1.047,0,40802,0.00,41.72
05-08-2017,18:55:51,Request,https://clinicaltrials.gov/ct2/show/record/NCT01182467?,"Crohn's Disease",1.156,0,35122,0.00,39.65
05-08-2017,18:55:52,Request,https://clinicaltrials.gov/ct2/show/record/NCT00109473?,"Crohn's Disease",1.172,0,39410,0.00,45.11
05-08-2017,18:55:53,Request,https://clinicaltrials.gov/ct2/show/record/NCT01276509?,"Crohn's Disease",1.265,0,36346,0.00,44.90
05-08-2017,18:55:54,Request,https://clinicaltrials.gov/ct2/show/record/NCT00291668?,"Crohn's Disease",0.969,0,45525,0.00,43.08
05-08-2017,18:56:02,Request,https://clinicaltrials.gov/ct2/show/record/NCT01150890?,"Crohn's Disease",8.031,0,28,0.00,0.22
05-08-2017,18:56:03,Request,https://clinicaltrials.gov/ct2/show/record/NCT01874015?,"Crohn's Disease",0.953,0,42354,0.00,39.42
05-08-2017,18:56:04,Request,https://clinicaltrials.gov/ct2/show/record/NCT00588653?,"Crohn's Disease",1.172,0,37787,0.00,43.25
05-08-2017,18:56:05,Request,https://clinicaltrials.gov/ct2/show/record/NCT01958827?,"Crohn's Disease",1.218,0,41020,0.00,48.79
05-08-2017,18:56:07,Request,https://clinicaltrials.gov/ct2/show/record/NCT01365767?,"Crohn's Disease",1.11,0,36833,0.00,39.93
05-08-2017,18:56:15,Request,https://clinicaltrials.gov/ct2/show/record/NCT00599625?,"Crohn's Disease",8.031,0,28,0.00,0.22
05-08-2017,18:56:17,Request,https://clinicaltrials.gov/ct2/show/record/NCT00126373?,"Crohn's Disease",1.953,0,20609,0.00,39.31
05-08-2017,18:56:18,Request,https://clinicaltrials.gov/ct2/show/record/NCT02772458?,"Crohn's Disease",1.578,0,26559,0.00,40.93
05-08-2017,18:56:19,Request,https://clinicaltrials.gov/ct2/show/record/NCT02378688?,"Crohn's Disease",0.89,0,42297,0.00,36.76
05-08-2017,18:56:21,Request,https://clinicaltrials.gov/ct2/show/record/NCT00584740?,"Crohn's Disease",1.563,0,27969,0.00,42.69
05-08-2017,18:56:22,Request,https://clinicaltrials.gov/ct2/show/record/NCT01030809?,"Crohn's Disease",0.891,0,45757,0.00,39.81
05-08-2017,18:56:23,Request,https://clinicaltrials.gov/ct2/show/record/NCT00596700?,"Crohn's Disease",1.546,0,28897,0.00,43.63
05-08-2017,18:56:24,Request,https://clinicaltrials.gov/ct2/show/record/NCT01345799?,"Crohn's Disease",0.891,0,41400,0.00,36.02
05-08-2017,18:56:31,Request,https://clinicaltrials.gov/ct2/show/record/NCT01860846?,"Crohn's Disease",7.531,0,6293,0.00,46.29
05-08-2017,18:56:40,Request,https://clinicaltrials.gov/ct2/show/record/NCT00088062?,"Crohn's Disease",8.032,0,28,0.00,0.22
05-08-2017,18:56:41,Request,https://clinicaltrials.gov/ct2/show/record/NCT01235689?,"Crohn's Disease",1.281,0,34875,0.00,43.63
05-08-2017,18:56:42,Request,https://clinicaltrials.gov/ct2/show/record/NCT00269854?,"Crohn's Disease",0.969,0,44768,0.00,42.36
05-08-2017,18:56:46,Request,https://clinicaltrials.gov/ct2/show/record/NCT03194529?,"Crohn's Disease",4.359,0,10503,0.00,44.71
05-08-2017,18:56:47,Request,https://clinicaltrials.gov/ct2/show/record/NCT00308581?,"Crohn's Disease",1.266,0,53687,0.00,66.38
05-08-2017,18:56:55,Request,https://clinicaltrials.gov/ct2/show/record/NCT01298648?,"Crohn's Disease",8.031,0,28,0.00,0.22
05-08-2017,18:56:57,Request,https://clinicaltrials.gov/ct2/show/record/NCT00297648?,"Crohn's Disease",1.109,0,51682,0.00,55.97
05-08-2017,18:56:58,Request,https://clinicaltrials.gov/ct2/show/record/NCT00692939?,"Crohn's Disease",1.188,0,38984,0.00,45.23
05-08-2017,18:57:06,Request,https://clinicaltrials.gov/ct2/show/record/NCT01190410?,"Crohn's Disease",8.031,0,28,0.00,0.22
05-08-2017,18:57:07,Request,https://clinicaltrials.gov/ct2/show/record/NCT00178438?,"Crohn's Disease",1.062,0,35493,0.00,36.81
05-08-2017,18:57:12,Request,https://clinicaltrials.gov/ct2/show/record/NCT01190839?,"Crohn's Disease",5.516,0,8612,0.00,46.39
05-08-2017,18:57:14,Request,https://clinicaltrials.gov/ct2/show/record/NCT01258205?,"Crohn's Disease",1.672,0,24057,0.00,39.28
05-08-2017,18:57:15,Request,https://clinicaltrials.gov/ct2/show/record/NCT00206661?,"Crohn's Disease",1.125,0,36537,0.00,40.14
05-08-2017,18:57:23,Request,https://clinicaltrials.gov/ct2/show/record/NCT00102921?,"Crohn's Disease",8.031,0,28,0.00,0.22
05-08-2017,18:57:24,Request,https://clinicaltrials.gov/ct2/show/record/NCT01576120?,"Crohn's Disease",1.156,0,38711,0.00,43.70
05-08-2017,18:57:26,Request,https://clinicaltrials.gov/ct2/show/record/NCT00573469?,"Crohn's Disease",1.188,0,34389,0.00,39.90
05-08-2017,18:57:34,Request,https://clinicaltrials.gov/ct2/show/record/NCT01157650?,"Crohn's Disease",8.031,0,28,0.00,0.22
05-08-2017,18:57:35,Request,https://clinicaltrials.gov/ct2/show/record/NCT00383344?,"Crohn's Disease",1.453,0,26484,0.00,37.58
05-08-2017,18:57:36,Request,https://clinicaltrials.gov/ct2/show/record/NCT03088449?,"Crohn's Disease",1.312,0,32996,0.00,42.28
05-08-2017,18:57:38,Request,https://clinicaltrials.gov/ct2/show/record/NCT01749813?,"Crohn's Disease",1.625,0,25543,0.00,40.54
05-08-2017,18:57:39,Request,https://clinicaltrials.gov/ct2/show/record/NCT00739986?,"Crohn's Disease",1.297,0,33612,0.00,42.57
05-08-2017,18:57:41,Request,https://clinicaltrials.gov/ct2/show/record/NCT03054935?,"Crohn's Disease",1.657,0,26791,0.00,43.35
05-08-2017,18:57:42,Request,https://clinicaltrials.gov/ct2/show/record/NCT00306215?,"Crohn's Disease",1.359,0,28965,0.00,38.44
05-08-2017,18:57:44,Request,https://clinicaltrials.gov/ct2/show/record/NCT02426567?,"Crohn's Disease",1.594,0,28806,0.00,44.84
05-08-2017,18:57:45,Request,https://clinicaltrials.gov/ct2/show/record/NCT00572780?,"Crohn's Disease",1.515,0,24349,0.00,36.02
05-08-2017,18:57:47,Request,https://clinicaltrials.gov/ct2/show/record/NCT00805766?,"Crohn's Disease",1.485,0,27684,0.00,40.15
05-08-2017,18:57:48,Request,https://clinicaltrials.gov/ct2/show/record/NCT00225810?,"Crohn's Disease",1.484,0,26303,0.00,38.12
05-08-2017,18:57:50,Request,https://clinicaltrials.gov/ct2/show/record/NCT01363427?,"Crohn's Disease",1.5,0,24375,0.00,35.71
05-08-2017,18:57:51,Request,https://clinicaltrials.gov/ct2/show/record/NCT00307931?,"Crohn's Disease",1.5,0,28876,0.00,42.30
