Date,Time,Type,Remark,Keyword,"Total Time (Seconds)","Speed Upload (KB)","Speed Download (KB)","Size Upload (KB)","Size Download (KB)"
05-08-2017,18:47:46,TrackerStart
05-08-2017,18:47:46,KeywordSearchStart,"Ankylosing Spodylitis","Ankylosing Spodylitis"
05-08-2017,18:47:46,Request,https://clinicaltrials.gov/ct2/results?term=Ankylosing+Spodylitis&Search=&displayxml=true&pg=1,"Ankylosing Spodylitis",0.719,0,228,0.00,0.16
05-08-2017,18:47:46,KeywordSearchEnd,"Ankylosing Spodylitis","Ankylosing Spodylitis"
05-08-2017,18:47:46,KeywordSearchStart,"Crohn's Disease","Crohn's Disease"
05-08-2017,18:47:47,Request,https://clinicaltrials.gov/ct2/results?term=Crohn%27s+Disease&Search=&displayxml=true&pg=1,"Crohn's Disease",0.687,0,77921,0.00,52.28
05-08-2017,18:47:47,Request,https://clinicaltrials.gov/ct2/show/record/NCT01736046?,"Crohn's Disease",0.047,0,1044425,0.00,47.94
05-08-2017,18:47:48,Request,https://clinicaltrials.gov/ct2/show/record/NCT01074580?,"Crohn's Disease",0.922,0,41825,0.00,37.66
05-08-2017,18:47:49,Request,https://clinicaltrials.gov/ct2/show/record/NCT01554007?,"Crohn's Disease",0.75,0,59996,0.00,43.94
05-08-2017,18:47:49,Request,https://clinicaltrials.gov/ct2/show/record/NCT00723840?,"Crohn's Disease",0.484,0,84783,0.00,40.07
05-08-2017,18:47:50,Request,https://clinicaltrials.gov/ct2/show/record/NCT02231814?,"Crohn's Disease",0.469,0,98953,0.00,45.32
05-08-2017,18:47:50,Request,https://clinicaltrials.gov/ct2/show/record/NCT02504255?,"Crohn's Disease",0.281,0,148316,0.00,40.70
05-08-2017,18:47:50,Request,https://clinicaltrials.gov/ct2/show/record/NCT00356408?,"Crohn's Disease",0.531,0,74114,0.00,38.43
05-08-2017,18:47:51,Request,https://clinicaltrials.gov/ct2/show/record/NCT01355614?,"Crohn's Disease",0.469,0,81332,0.00,37.25
05-08-2017,18:47:51,Request,https://clinicaltrials.gov/ct2/show/record/NCT00587210?,"Crohn's Disease",0.297,0,127683,0.00,37.03
05-08-2017,18:47:52,Request,https://clinicaltrials.gov/ct2/show/record/NCT02768532?,"Crohn's Disease",0.453,0,114233,0.00,50.54
05-08-2017,18:47:52,Request,https://clinicaltrials.gov/ct2/show/record/NCT02061163?,"Crohn's Disease",0.359,0,111147,0.00,38.97
05-08-2017,18:47:53,Request,https://clinicaltrials.gov/ct2/show/record/NCT01759264?,"Crohn's Disease",0.516,0,80856,0.00,40.74
05-08-2017,18:47:53,Request,https://clinicaltrials.gov/ct2/show/record/NCT00409682?,"Crohn's Disease",0.375,0,169682,0.00,62.14
05-08-2017,18:47:53,Request,https://clinicaltrials.gov/ct2/show/record/NCT01155362?,"Crohn's Disease",0.406,0,102157,0.00,40.50
05-08-2017,18:47:54,Request,https://clinicaltrials.gov/ct2/show/record/NCT01392365?,"Crohn's Disease",0.375,0,115328,0.00,42.23
05-08-2017,18:47:54,Request,https://clinicaltrials.gov/ct2/show/record/NCT01671579?,"Crohn's Disease",0.422,0,95464,0.00,39.34
