Date,Time,Type,Remark,Keyword,"Total Time (Seconds)","Speed Upload (KB)","Speed Download (KB)","Size Upload (KB)","Size Download (KB)"
05-08-2017,16:22:53,TrackerStart
05-08-2017,16:22:53,KeywordSearchStart,"Ankylosing Spodylitis","Ankylosing Spodylitis"
05-08-2017,16:22:55,Request,https://clinicaltrials.gov/ct2/results?term=Ankylosing+Spodylitis&Search=&displayxml=true&pg=1,"Ankylosing Spodylitis",1.343,0,122,0.00,0.16
05-08-2017,16:22:55,KeywordSearchEnd,"Ankylosing Spodylitis","Ankylosing Spodylitis"
05-08-2017,16:22:55,KeywordSearchStart,"Crohn's Disease","Crohn's Disease"
05-08-2017,16:22:56,Request,https://clinicaltrials.gov/ct2/results?term=Crohn%27s+Disease&Search=&displayxml=true&pg=1,"Crohn's Disease",0.954,0,56113,0.00,52.28
05-08-2017,16:22:56,Request,https://clinicaltrials.gov/ct2/show/record/NCT01736046?,"Crohn's Disease",0.906,0,54181,0.00,47.94
05-08-2017,16:22:58,Request,https://clinicaltrials.gov/ct2/show/record/NCT01074580?,"Crohn's Disease",1.782,0,21640,0.00,37.66
05-08-2017,16:23:00,Request,https://clinicaltrials.gov/ct2/show/record/NCT01554007?,"Crohn's Disease",1.672,0,26912,0.00,43.94
05-08-2017,16:23:01,Request,https://clinicaltrials.gov/ct2/show/record/NCT00723840?,"Crohn's Disease",0.968,0,42391,0.00,40.07
05-08-2017,16:23:03,Request,https://clinicaltrials.gov/ct2/show/record/NCT02231814?,"Crohn's Disease",1.672,0,27756,0.00,45.32
05-08-2017,16:23:03,Request,https://clinicaltrials.gov/ct2/show/record/NCT02504255?,"Crohn's Disease",0.953,0,43732,0.00,40.70
05-08-2017,16:23:12,Request,https://clinicaltrials.gov/ct2/show/record/NCT00356408?,"Crohn's Disease",8.031,0,28,0.00,0.22
05-08-2017,16:23:13,Request,https://clinicaltrials.gov/ct2/show/record/NCT01355614?,"Crohn's Disease",1.719,0,22190,0.00,37.25
05-08-2017,16:23:14,Request,https://clinicaltrials.gov/ct2/show/record/NCT00587210?,"Crohn's Disease",1.062,0,35708,0.00,37.03
05-08-2017,16:23:16,Request,https://clinicaltrials.gov/ct2/show/record/NCT02768532?,"Crohn's Disease",1.75,0,29570,0.00,50.54
05-08-2017,16:23:17,Request,https://clinicaltrials.gov/ct2/show/record/NCT02061163?,"Crohn's Disease",0.969,0,41178,0.00,38.97
05-08-2017,16:23:19,Request,https://clinicaltrials.gov/ct2/show/record/NCT01759264?,"Crohn's Disease",1.766,0,23625,0.00,40.74
05-08-2017,16:23:20,Request,https://clinicaltrials.gov/ct2/show/record/NCT00409682?,"Crohn's Disease",1.031,0,61717,0.00,62.14
05-08-2017,16:23:22,Request,https://clinicaltrials.gov/ct2/show/record/NCT01155362?,"Crohn's Disease",1.719,0,24127,0.00,40.50
05-08-2017,16:23:23,Request,https://clinicaltrials.gov/ct2/show/record/NCT01392365?,"Crohn's Disease",1.047,0,41306,0.00,42.23
05-08-2017,16:23:24,Request,https://clinicaltrials.gov/ct2/show/record/NCT01671579?,"Crohn's Disease",1.765,0,22824,0.00,39.34
05-08-2017,16:23:25,Request,https://clinicaltrials.gov/ct2/show/record/NCT01573078?,"Crohn's Disease",1.016,0,37219,0.00,36.93
05-08-2017,16:23:28,Request,https://clinicaltrials.gov/ct2/show/record/NCT02843100?,"Crohn's Disease",3.016,0,15643,0.00,46.08
05-08-2017,16:23:33,Request,https://clinicaltrials.gov/ct2/show/record/NCT01632462?,"Crohn's Disease",4.671,0,14020,0.00,63.95
05-08-2017,16:23:35,Request,https://clinicaltrials.gov/ct2/show/record/NCT01083680?,"Crohn's Disease",2.032,0,21484,0.00,42.63
05-08-2017,16:23:37,Request,https://clinicaltrials.gov/ct2/show/record/NCT02520843?,"Crohn's Disease",1.75,0,25793,0.00,44.08
05-08-2017,16:23:38,Request,https://clinicaltrials.gov/ct2/show/record/NCT01046773?,"Crohn's Disease",1.093,0,47210,0.00,50.39
