Date,Time,Type,Remark,Keyword,"Total Time (Seconds)","Speed Upload (KB)","Speed Download (KB)","Size Upload (KB)","Size Download (KB)"
05-08-2017,16:15:46,TrackerStart
05-08-2017,16:15:46,KeywordSearchStart,"Ankylosing Spodylitis","Ankylosing Spodylitis"
05-08-2017,16:15:47,Request,https://clinicaltrials.gov/ct2/results?term=Ankylosing+Spodylitis&Search=&displayxml=true&pg=1,"Ankylosing Spodylitis",0.687,0,238,0.00,0.16
05-08-2017,16:15:47,KeywordSearchEnd,"Ankylosing Spodylitis","Ankylosing Spodylitis"
05-08-2017,16:15:47,KeywordSearchStart,"Crohn's Disease","Crohn's Disease"
05-08-2017,16:15:47,Request,https://clinicaltrials.gov/ct2/results?term=Crohn%27s+Disease&Search=&displayxml=true&pg=1,"Crohn's Disease",0.171,0,313052,0.00,52.28
05-08-2017,16:15:47,Request,https://clinicaltrials.gov/ct2/show/record/NCT01736046?,"Crohn's Disease",0.079,0,621367,0.00,47.94
05-08-2017,16:15:47,Request,https://clinicaltrials.gov/ct2/show/record/NCT01074580?,"Crohn's Disease",0.078,0,494397,0.00,37.66
05-08-2017,16:15:47,Request,https://clinicaltrials.gov/ct2/show/record/NCT01554007?,"Crohn's Disease",0.094,0,478691,0.00,43.94
05-08-2017,16:15:47,Request,https://clinicaltrials.gov/ct2/show/record/NCT00723840?,"Crohn's Disease",0.094,0,436542,0.00,40.07
05-08-2017,16:15:47,Request,https://clinicaltrials.gov/ct2/show/record/NCT02231814?,"Crohn's Disease",0.094,0,493712,0.00,45.32
05-08-2017,16:15:47,Request,https://clinicaltrials.gov/ct2/show/record/NCT02504255?,"Crohn's Disease",0.078,0,534320,0.00,40.70
05-08-2017,16:15:48,Request,https://clinicaltrials.gov/ct2/show/record/NCT00356408?,"Crohn's Disease",0.187,0,210454,0.00,38.43
05-08-2017,16:15:48,Request,https://clinicaltrials.gov/ct2/show/record/NCT01355614?,"Crohn's Disease",0.094,0,405797,0.00,37.25
05-08-2017,16:15:48,Request,https://clinicaltrials.gov/ct2/show/record/NCT00587210?,"Crohn's Disease",0.078,0,486179,0.00,37.03
05-08-2017,16:15:48,Request,https://clinicaltrials.gov/ct2/show/record/NCT02768532?,"Crohn's Disease",0.109,0,474752,0.00,50.54
05-08-2017,16:15:48,Request,https://clinicaltrials.gov/ct2/show/record/NCT02061163?,"Crohn's Disease",0.079,0,505088,0.00,38.97
05-08-2017,16:15:48,Request,https://clinicaltrials.gov/ct2/show/record/NCT01759264?,"Crohn's Disease",0.109,0,382770,0.00,40.74
05-08-2017,16:15:48,Request,https://clinicaltrials.gov/ct2/show/record/NCT00409682?,"Crohn's Disease",0.156,0,407891,0.00,62.14
05-08-2017,16:15:48,Request,https://clinicaltrials.gov/ct2/show/record/NCT01155362?,"Crohn's Disease",0.11,0,377054,0.00,40.50
05-08-2017,16:15:48,Request,https://clinicaltrials.gov/ct2/show/record/NCT01392365?,"Crohn's Disease",0.109,0,396770,0.00,42.23
05-08-2017,16:15:48,Request,https://clinicaltrials.gov/ct2/show/record/NCT01671579?,"Crohn's Disease",0.094,0,428574,0.00,39.34
05-08-2017,16:15:49,Request,https://clinicaltrials.gov/ct2/show/record/NCT01573078?,"Crohn's Disease",0.109,0,346926,0.00,36.93
05-08-2017,16:15:49,Request,https://clinicaltrials.gov/ct2/show/record/NCT02843100?,"Crohn's Disease",0.094,0,501936,0.00,46.08
05-08-2017,16:15:49,Request,https://clinicaltrials.gov/ct2/show/record/NCT01632462?,"Crohn's Disease",0.11,0,595345,0.00,63.95
05-08-2017,16:15:49,Request,https://clinicaltrials.gov/ct2/show/record/NCT01083680?,"Crohn's Disease",0.25,0,174624,0.00,42.63
05-08-2017,16:15:49,Request,https://clinicaltrials.gov/ct2/show/record/NCT02520843?,"Crohn's Disease",0.094,0,480191,0.00,44.08
05-08-2017,16:15:49,Request,https://clinicaltrials.gov/ct2/show/record/NCT01046773?,"Crohn's Disease",0.109,0,473403,0.00,50.39
05-08-2017,16:15:49,Request,https://clinicaltrials.gov/ct2/show/record/NCT02940054?,"Crohn's Disease",0.094,0,455265,0.00,41.79
05-08-2017,16:15:49,Request,https://clinicaltrials.gov/ct2/show/record/NCT01105741?,"Crohn's Disease",0.109,0,397981,0.00,42.36
05-08-2017,16:15:50,Request,https://clinicaltrials.gov/ct2/show/record/NCT02825316?,"Crohn's Disease",0.094,0,441712,0.00,40.55
05-08-2017,16:15:50,Request,https://clinicaltrials.gov/ct2/show/record/NCT00851565?,"Crohn's Disease",0.11,0,474754,0.00,51.00
05-08-2017,16:15:50,Request,https://clinicaltrials.gov/ct2/show/record/NCT00130390?,"Crohn's Disease",0.109,0,369678,0.00,39.35
05-08-2017,16:15:50,Request,https://clinicaltrials.gov/ct2/show/record/NCT00528073?,"Crohn's Disease",0.125,0,363184,0.00,44.33
05-08-2017,16:15:50,Request,https://clinicaltrials.gov/ct2/show/record/NCT00487396?,"Crohn's Disease",0.125,0,364120,0.00,44.45
