Date,Time,Type,Remark,Keyword,"Total Time (Seconds)","Speed Upload (KB)","Speed Download (KB)","Size Upload (KB)","Size Download (KB)"
05-08-2017,18:47:27,TrackerStart
05-08-2017,18:47:27,KeywordSearchStart,"Ankylosing Spodylitis","Ankylosing Spodylitis"
05-08-2017,18:47:27,Request,https://clinicaltrials.gov/ct2/results?term=Ankylosing+Spodylitis&Search=&displayxml=true&pg=1,"Ankylosing Spodylitis",0.234,0,700,0.00,0.16
05-08-2017,18:47:27,KeywordSearchEnd,"Ankylosing Spodylitis","Ankylosing Spodylitis"
05-08-2017,18:47:27,KeywordSearchStart,"Crohn's Disease","Crohn's Disease"
05-08-2017,18:47:28,Request,https://clinicaltrials.gov/ct2/results?term=Crohn%27s+Disease&Search=&displayxml=true&pg=1,"Crohn's Disease",0.172,0,311232,0.00,52.28
05-08-2017,18:47:28,Request,https://clinicaltrials.gov/ct2/show/record/NCT01736046?,"Crohn's Disease",0.094,0,522212,0.00,47.94
05-08-2017,18:47:28,Request,https://clinicaltrials.gov/ct2/show/record/NCT01074580?,"Crohn's Disease",0.078,0,494397,0.00,37.66
05-08-2017,18:47:28,Request,https://clinicaltrials.gov/ct2/show/record/NCT01554007?,"Crohn's Disease",0.094,0,478691,0.00,43.94
05-08-2017,18:47:28,Request,https://clinicaltrials.gov/ct2/show/record/NCT00723840?,"Crohn's Disease",0.125,0,328280,0.00,40.07
05-08-2017,18:47:28,Request,https://clinicaltrials.gov/ct2/show/record/NCT02231814?,"Crohn's Disease",0.093,0,499021,0.00,45.32
05-08-2017,18:47:28,Request,https://clinicaltrials.gov/ct2/show/record/NCT02504255?,"Crohn's Disease",0.094,0,443372,0.00,40.70
05-08-2017,18:47:28,Request,https://clinicaltrials.gov/ct2/show/record/NCT00356408?,"Crohn's Disease",0.188,0,209335,0.00,38.43
05-08-2017,18:47:28,Request,https://clinicaltrials.gov/ct2/show/record/NCT01355614?,"Crohn's Disease",0.094,0,405797,0.00,37.25
05-08-2017,18:47:29,Request,https://clinicaltrials.gov/ct2/show/record/NCT00587210?,"Crohn's Disease",0.109,0,347908,0.00,37.03
05-08-2017,18:47:29,Request,https://clinicaltrials.gov/ct2/show/record/NCT02768532?,"Crohn's Disease",0.11,0,470436,0.00,50.54
05-08-2017,18:47:29,Request,https://clinicaltrials.gov/ct2/show/record/NCT02061163?,"Crohn's Disease",0.109,0,366073,0.00,38.97
05-08-2017,18:47:29,Request,https://clinicaltrials.gov/ct2/show/record/NCT01759264?,"Crohn's Disease",0.125,0,333776,0.00,40.74
05-08-2017,18:47:29,Request,https://clinicaltrials.gov/ct2/show/record/NCT00409682?,"Crohn's Disease",0.172,0,369947,0.00,62.14
