Date,Time,Type,Remark,Keyword,"Total Time (Seconds)","Speed Upload (KB)","Speed Download (KB)","Size Upload (KB)","Size Download (KB)"
05-08-2017,18:47:31,TrackerStart
05-08-2017,18:47:31,KeywordSearchStart,"Ankylosing Spodylitis","Ankylosing Spodylitis"
05-08-2017,18:47:32,Request,https://clinicaltrials.gov/ct2/results?term=Ankylosing+Spodylitis&Search=&displayxml=true&pg=1,"Ankylosing Spodylitis",0.234,0,700,0.00,0.16
05-08-2017,18:47:32,KeywordSearchEnd,"Ankylosing Spodylitis","Ankylosing Spodylitis"
05-08-2017,18:47:32,KeywordSearchStart,"Crohn's Disease","Crohn's Disease"
05-08-2017,18:47:32,Request,https://clinicaltrials.gov/ct2/results?term=Crohn%27s+Disease&Search=&displayxml=true&pg=1,"Crohn's Disease",0.125,0,428256,0.00,52.28
05-08-2017,18:47:32,Request,https://clinicaltrials.gov/ct2/show/record/NCT01736046?,"Crohn's Disease",0.047,0,1044425,0.00,47.94
05-08-2017,18:47:32,Request,https://clinicaltrials.gov/ct2/show/record/NCT01074580?,"Crohn's Disease",0.156,0,247198,0.00,37.66
05-08-2017,18:47:32,Request,https://clinicaltrials.gov/ct2/show/record/NCT01554007?,"Crohn's Disease",0.125,0,359976,0.00,43.94
05-08-2017,18:47:32,Request,https://clinicaltrials.gov/ct2/show/record/NCT00723840?,"Crohn's Disease",0.125,0,328280,0.00,40.07
05-08-2017,18:47:32,Request,https://clinicaltrials.gov/ct2/show/record/NCT02231814?,"Crohn's Disease",0.125,0,371272,0.00,45.32
05-08-2017,18:47:32,Request,https://clinicaltrials.gov/ct2/show/record/NCT02504255?,"Crohn's Disease",0.125,0,333416,0.00,40.70
05-08-2017,18:47:33,Request,https://clinicaltrials.gov/ct2/show/record/NCT00356408?,"Crohn's Disease",0.219,0,179703,0.00,38.43
05-08-2017,18:47:33,Request,https://clinicaltrials.gov/ct2/show/record/NCT01355614?,"Crohn's Disease",0.125,0,305160,0.00,37.25
05-08-2017,18:47:33,Request,https://clinicaltrials.gov/ct2/show/record/NCT00587210?,"Crohn's Disease",0.125,0,303376,0.00,37.03
05-08-2017,18:47:33,Request,https://clinicaltrials.gov/ct2/show/record/NCT02768532?,"Crohn's Disease",0.141,0,367007,0.00,50.54
05-08-2017,18:47:33,Request,https://clinicaltrials.gov/ct2/show/record/NCT02061163?,"Crohn's Disease",0.125,0,319216,0.00,38.97
05-08-2017,18:47:33,Request,https://clinicaltrials.gov/ct2/show/record/NCT01759264?,"Crohn's Disease",0.14,0,298014,0.00,40.74
05-08-2017,18:47:34,Request,https://clinicaltrials.gov/ct2/show/record/NCT00409682?,"Crohn's Disease",0.204,0,311916,0.00,62.14
05-08-2017,18:47:34,Request,https://clinicaltrials.gov/ct2/show/record/NCT01155362?,"Crohn's Disease",0.14,0,296257,0.00,40.50
05-08-2017,18:47:34,Request,https://clinicaltrials.gov/ct2/show/record/NCT01392365?,"Crohn's Disease",0.141,0,306723,0.00,42.23
05-08-2017,18:47:34,Request,https://clinicaltrials.gov/ct2/show/record/NCT01671579?,"Crohn's Disease",0.14,0,287757,0.00,39.34
05-08-2017,18:47:34,Request,https://clinicaltrials.gov/ct2/show/record/NCT01573078?,"Crohn's Disease",0.141,0,268191,0.00,36.93
05-08-2017,18:47:34,Request,https://clinicaltrials.gov/ct2/show/record/NCT02843100?,"Crohn's Disease",0.141,0,334624,0.00,46.08
05-08-2017,18:47:34,Request,https://clinicaltrials.gov/ct2/show/record/NCT01632462?,"Crohn's Disease",0.156,0,419794,0.00,63.95
05-08-2017,18:47:35,Request,https://clinicaltrials.gov/ct2/show/record/NCT01083680?,"Crohn's Disease",0.297,0,146989,0.00,42.63
05-08-2017,18:47:35,Request,https://clinicaltrials.gov/ct2/show/record/NCT02520843?,"Crohn's Disease",0.14,0,322414,0.00,44.08
05-08-2017,18:47:35,Request,https://clinicaltrials.gov/ct2/show/record/NCT01046773?,"Crohn's Disease",0.157,0,328668,0.00,50.39
05-08-2017,18:47:35,Request,https://clinicaltrials.gov/ct2/show/record/NCT02940054?,"Crohn's Disease",0.156,0,274326,0.00,41.79
05-08-2017,18:47:35,Request,https://clinicaltrials.gov/ct2/show/record/NCT01105741?,"Crohn's Disease",0.156,0,278076,0.00,42.36
05-08-2017,18:47:35,Request,https://clinicaltrials.gov/ct2/show/record/NCT02825316?,"Crohn's Disease",0.156,0,266160,0.00,40.55
05-08-2017,18:47:36,Request,https://clinicaltrials.gov/ct2/show/record/NCT00851565?,"Crohn's Disease",0.157,0,332630,0.00,51.00
05-08-2017,18:47:36,Request,https://clinicaltrials.gov/ct2/show/record/NCT00130390?,"Crohn's Disease",0.157,0,256656,0.00,39.35
05-08-2017,18:47:36,Request,https://clinicaltrials.gov/ct2/show/record/NCT00528073?,"Crohn's Disease",0.187,0,242770,0.00,44.33
05-08-2017,18:47:36,Request,https://clinicaltrials.gov/ct2/show/record/NCT00487396?,"Crohn's Disease",0.172,0,264622,0.00,44.45
05-08-2017,18:47:36,Request,https://clinicaltrials.gov/ct2/show/record/NCT00207662?,"Crohn's Disease",0.234,0,167508,0.00,38.28
05-08-2017,18:47:37,Request,https://clinicaltrials.gov/ct2/show/record/NCT02472457?,"Crohn's Disease",0.172,0,248372,0.00,41.72
05-08-2017,18:47:37,Request,https://clinicaltrials.gov/ct2/show/record/NCT01182467?,"Crohn's Disease",0.156,0,260269,0.00,39.65
05-08-2017,18:47:37,Request,https://clinicaltrials.gov/ct2/show/record/NCT00109473?,"Crohn's Disease",0.235,0,196548,0.00,45.11
05-08-2017,18:47:37,Request,https://clinicaltrials.gov/ct2/show/record/NCT01276509?,"Crohn's Disease",0.281,0,163622,0.00,44.90
05-08-2017,18:47:37,Request,https://clinicaltrials.gov/ct2/show/record/NCT00291668?,"Crohn's Disease",0.219,0,201433,0.00,43.08
05-08-2017,18:47:38,Request,https://clinicaltrials.gov/ct2/show/record/NCT01150890?,"Crohn's Disease",0.25,0,161800,0.00,39.50
05-08-2017,18:47:38,Request,https://clinicaltrials.gov/ct2/show/record/NCT01874015?,"Crohn's Disease",0.219,0,184310,0.00,39.42
05-08-2017,18:47:38,Request,https://clinicaltrials.gov/ct2/show/record/NCT00588653?,"Crohn's Disease",0.235,0,188455,0.00,43.25
05-08-2017,18:47:38,Request,https://clinicaltrials.gov/ct2/show/record/NCT01958827?,"Crohn's Disease",0.281,0,177804,0.00,48.79
05-08-2017,18:47:39,Request,https://clinicaltrials.gov/ct2/show/record/NCT01365767?,"Crohn's Disease",0.219,0,186689,0.00,39.93
05-08-2017,18:47:39,Request,https://clinicaltrials.gov/ct2/show/record/NCT00599625?,"Crohn's Disease",0.281,0,155409,0.00,42.65
05-08-2017,18:47:39,Request,https://clinicaltrials.gov/ct2/show/record/NCT00126373?,"Crohn's Disease",0.203,0,198280,0.00,39.31
05-08-2017,18:47:39,Request,https://clinicaltrials.gov/ct2/show/record/NCT02772458?,"Crohn's Disease",0.281,0,149149,0.00,40.93
05-08-2017,18:47:40,Request,https://clinicaltrials.gov/ct2/show/record/NCT02378688?,"Crohn's Disease",0.328,0,114771,0.00,36.76
05-08-2017,18:47:40,Request,https://clinicaltrials.gov/ct2/show/record/NCT00584740?,"Crohn's Disease",0.219,0,199621,0.00,42.69
05-08-2017,18:47:40,Request,https://clinicaltrials.gov/ct2/show/record/NCT01030809?,"Crohn's Disease",0.313,0,130255,0.00,39.81
05-08-2017,18:47:40,Request,https://clinicaltrials.gov/ct2/show/record/NCT00596700?,"Crohn's Disease",0.218,0,204935,0.00,43.63
05-08-2017,18:47:41,Request,https://clinicaltrials.gov/ct2/show/record/NCT01345799?,"Crohn's Disease",0.297,0,124202,0.00,36.02
05-08-2017,18:47:41,Request,https://clinicaltrials.gov/ct2/show/record/NCT01860846?,"Crohn's Disease",0.297,0,159585,0.00,46.29
05-08-2017,18:47:41,Request,https://clinicaltrials.gov/ct2/show/record/NCT00088062?,"Crohn's Disease",0.281,0,128572,0.00,35.28
05-08-2017,18:47:42,Request,https://clinicaltrials.gov/ct2/show/record/NCT01235689?,"Crohn's Disease",0.312,0,143189,0.00,43.63
05-08-2017,18:47:42,Request,https://clinicaltrials.gov/ct2/show/record/NCT00269854?,"Crohn's Disease",0.219,0,198086,0.00,42.36
05-08-2017,18:47:42,Request,https://clinicaltrials.gov/ct2/show/record/NCT03194529?,"Crohn's Disease",0.313,0,146281,0.00,44.71
05-08-2017,18:47:43,Request,https://clinicaltrials.gov/ct2/show/record/NCT00308581?,"Crohn's Disease",0.375,0,181250,0.00,66.38
05-08-2017,18:47:43,Request,https://clinicaltrials.gov/ct2/show/record/NCT01298648?,"Crohn's Disease",0.766,0,56063,0.00,41.94
05-08-2017,18:47:44,Request,https://clinicaltrials.gov/ct2/show/record/NCT00297648?,"Crohn's Disease",0.484,0,118421,0.00,55.97
05-08-2017,18:47:44,Request,https://clinicaltrials.gov/ct2/show/record/NCT00692939?,"Crohn's Disease",0.281,0,164818,0.00,45.23
05-08-2017,18:47:44,Request,https://clinicaltrials.gov/ct2/show/record/NCT01190410?,"Crohn's Disease",0.344,0,121188,0.00,40.71
05-08-2017,18:47:45,Request,https://clinicaltrials.gov/ct2/show/record/NCT00178438?,"Crohn's Disease",0.281,0,134142,0.00,36.81
05-08-2017,18:47:45,Request,https://clinicaltrials.gov/ct2/show/record/NCT01190839?,"Crohn's Disease",0.469,0,101287,0.00,46.39
05-08-2017,18:47:46,Request,https://clinicaltrials.gov/ct2/show/record/NCT01258205?,"Crohn's Disease",0.422,0,95317,0.00,39.28
05-08-2017,18:47:47,Request,https://clinicaltrials.gov/ct2/show/record/NCT00206661?,"Crohn's Disease",1.078,0,38130,0.00,40.14
05-08-2017,18:47:47,Request,https://clinicaltrials.gov/ct2/show/record/NCT00102921?,"Crohn's Disease",0.469,0,84477,0.00,38.69
05-08-2017,18:47:48,Request,https://clinicaltrials.gov/ct2/show/record/NCT01576120?,"Crohn's Disease",0.5,0,89502,0.00,43.70
05-08-2017,18:47:48,Request,https://clinicaltrials.gov/ct2/show/record/NCT00573469?,"Crohn's Disease",0.718,0,56901,0.00,39.90
05-08-2017,18:47:49,Request,https://clinicaltrials.gov/ct2/show/record/NCT01157650?,"Crohn's Disease",0.985,0,58701,0.00,56.47
05-08-2017,18:47:50,Request,https://clinicaltrials.gov/ct2/show/record/NCT00383344?,"Crohn's Disease",0.297,0,129569,0.00,37.58
05-08-2017,18:47:50,Request,https://clinicaltrials.gov/ct2/show/record/NCT03088449?,"Crohn's Disease",0.422,0,102587,0.00,42.28
05-08-2017,18:47:50,Request,https://clinicaltrials.gov/ct2/show/record/NCT01749813?,"Crohn's Disease",0.296,0,140229,0.00,40.54
05-08-2017,18:47:51,Request,https://clinicaltrials.gov/ct2/show/record/NCT00739986?,"Crohn's Disease",0.329,0,132507,0.00,42.57
05-08-2017,18:47:51,Request,https://clinicaltrials.gov/ct2/show/record/NCT03054935?,"Crohn's Disease",0.437,0,101585,0.00,43.35
05-08-2017,18:47:52,Request,https://clinicaltrials.gov/ct2/show/record/NCT00306215?,"Crohn's Disease",0.359,0,109649,0.00,38.44
05-08-2017,18:47:52,Request,https://clinicaltrials.gov/ct2/show/record/NCT02426567?,"Crohn's Disease",0.391,0,117434,0.00,44.84
05-08-2017,18:47:52,Request,https://clinicaltrials.gov/ct2/show/record/NCT00572780?,"Crohn's Disease",0.359,0,102754,0.00,36.02
05-08-2017,18:47:53,Request,https://clinicaltrials.gov/ct2/show/record/NCT00805766?,"Crohn's Disease",0.329,0,124960,0.00,40.15
05-08-2017,18:47:53,Request,https://clinicaltrials.gov/ct2/show/record/NCT00225810?,"Crohn's Disease",0.453,0,86169,0.00,38.12
05-08-2017,18:47:53,Request,https://clinicaltrials.gov/ct2/show/record/NCT01363427?,"Crohn's Disease",0.375,0,97501,0.00,35.71
05-08-2017,18:47:54,Request,https://clinicaltrials.gov/ct2/show/record/NCT00307931?,"Crohn's Disease",0.407,0,106425,0.00,42.30
05-08-2017,18:47:54,Request,https://clinicaltrials.gov/ct2/show/record/NCT00603616?,"Crohn's Disease",0.375,0,137402,0.00,50.32
05-08-2017,18:47:55,Request,https://clinicaltrials.gov/ct2/show/record/NCT01661257?,"Crohn's Disease",0.421,0,86726,0.00,35.66
05-08-2017,18:47:55,Request,https://clinicaltrials.gov/ct2/show/record/NCT00294112?,"Crohn's Disease",0.391,0,115184,0.00,43.98
05-08-2017,18:47:56,Request,https://clinicaltrials.gov/ct2/show/record/NCT00676988?,"Crohn's Disease",0.422,0,93672,0.00,38.60
05-08-2017,18:47:56,Request,https://clinicaltrials.gov/ct2/show/record/NCT00790543?,"Crohn's Disease",0.422,0,94488,0.00,38.94
05-08-2017,18:47:56,Request,https://clinicaltrials.gov/ct2/show/record/NCT01897090?,"Crohn's Disease",0.562,0,76432,0.00,41.95
05-08-2017,18:47:57,Request,https://clinicaltrials.gov/ct2/show/record/NCT00206700?,"Crohn's Disease",0.953,0,44474,0.00,41.39
05-08-2017,18:47:58,Request,https://clinicaltrials.gov/ct2/show/record/NCT02574637?,"Crohn's Disease",0.61,0,77368,0.00,46.09
05-08-2017,18:47:59,Request,https://clinicaltrials.gov/ct2/show/record/NCT00329537?,"Crohn's Disease",0.531,0,73581,0.00,38.16
05-08-2017,18:47:59,Request,https://clinicaltrials.gov/ct2/show/record/NCT00988832?,"Crohn's Disease",0.359,0,121381,0.00,42.55
