Date,Time,Type,Remark,Keyword,"Total Time (Seconds)","Speed Upload (KB)","Speed Download (KB)","Size Upload (KB)","Size Download (KB)"
05-08-2017,19:19:52,TrackerStart
05-08-2017,19:19:52,KeywordSearchStart,"Ankylosing Spodylitis","Ankylosing Spodylitis"
05-08-2017,19:19:53,Request,https://clinicaltrials.gov/ct2/results?term=Ankylosing+Spodylitis&Search=&displayxml=true&pg=1,"Ankylosing Spodylitis",0.234,0,700,0.00,0.16
05-08-2017,19:19:53,KeywordSearchEnd,"Ankylosing Spodylitis","Ankylosing Spodylitis"
05-08-2017,19:19:53,KeywordSearchStart,"Crohn's Disease","Crohn's Disease"
05-08-2017,19:19:53,Request,https://clinicaltrials.gov/ct2/results?term=Crohn%27s+Disease&Search=&displayxml=true&pg=1,"Crohn's Disease",0.156,0,343153,0.00,52.28
05-08-2017,19:19:53,Request,https://clinicaltrials.gov/ct2/show/record/NCT01736046?,"Crohn's Disease",0.11,0,446254,0.00,47.94
05-08-2017,19:19:53,Request,https://clinicaltrials.gov/ct2/show/record/NCT01074580?,"Crohn's Disease",0.078,0,494397,0.00,37.66
05-08-2017,19:19:53,Request,https://clinicaltrials.gov/ct2/show/record/NCT01554007?,"Crohn's Disease",0.125,0,359976,0.00,43.94
05-08-2017,19:19:53,Request,https://clinicaltrials.gov/ct2/show/record/NCT00723840?,"Crohn's Disease",0.109,0,376467,0.00,40.07
05-08-2017,19:19:53,Request,https://clinicaltrials.gov/ct2/show/record/NCT02231814?,"Crohn's Disease",0.094,0,493712,0.00,45.32
05-08-2017,19:19:53,Request,https://clinicaltrials.gov/ct2/show/record/NCT02504255?,"Crohn's Disease",0.109,0,382357,0.00,40.70
05-08-2017,19:19:54,Request,https://clinicaltrials.gov/ct2/show/record/NCT00356408?,"Crohn's Disease",0.219,0,179703,0.00,38.43
05-08-2017,19:19:54,Request,https://clinicaltrials.gov/ct2/show/record/NCT01355614?,"Crohn's Disease",0.094,0,405797,0.00,37.25
05-08-2017,19:19:54,Request,https://clinicaltrials.gov/ct2/show/record/NCT00587210?,"Crohn's Disease",0.094,0,403425,0.00,37.03
05-08-2017,19:19:54,Request,https://clinicaltrials.gov/ct2/show/record/NCT02768532?,"Crohn's Disease",0.11,0,470436,0.00,50.54
05-08-2017,19:19:54,Request,https://clinicaltrials.gov/ct2/show/record/NCT02061163?,"Crohn's Disease",0.109,0,366073,0.00,38.97
05-08-2017,19:19:54,Request,https://clinicaltrials.gov/ct2/show/record/NCT01759264?,"Crohn's Disease",0.109,0,382770,0.00,40.74
05-08-2017,19:19:54,Request,https://clinicaltrials.gov/ct2/show/record/NCT00409682?,"Crohn's Disease",0.172,0,369947,0.00,62.14
05-08-2017,19:19:55,Request,https://clinicaltrials.gov/ct2/show/record/NCT01155362?,"Crohn's Disease",0.985,0,42107,0.00,40.50
05-08-2017,19:19:55,Request,https://clinicaltrials.gov/ct2/show/record/NCT01392365?,"Crohn's Disease",0.109,0,396770,0.00,42.23
05-08-2017,19:19:56,Request,https://clinicaltrials.gov/ct2/show/record/NCT01671579?,"Crohn's Disease",0.109,0,369596,0.00,39.34
05-08-2017,19:19:56,Request,https://clinicaltrials.gov/ct2/show/record/NCT01573078?,"Crohn's Disease",0.11,0,343772,0.00,36.93
05-08-2017,19:19:56,Request,https://clinicaltrials.gov/ct2/show/record/NCT02843100?,"Crohn's Disease",0.109,0,432862,0.00,46.08
05-08-2017,19:19:56,Request,https://clinicaltrials.gov/ct2/show/record/NCT01632462?,"Crohn's Disease",0.109,0,600807,0.00,63.95
05-08-2017,19:19:56,Request,https://clinicaltrials.gov/ct2/show/record/NCT01083680?,"Crohn's Disease",0.235,0,185770,0.00,42.63
05-08-2017,19:19:56,Request,https://clinicaltrials.gov/ct2/show/record/NCT02520843?,"Crohn's Disease",0.109,0,414110,0.00,44.08
05-08-2017,19:19:56,Request,https://clinicaltrials.gov/ct2/show/record/NCT01046773?,"Crohn's Disease",0.11,0,469100,0.00,50.39
