Date,Time,Type,Remark,Keyword,"Total Time (Seconds)","Speed Upload (KB)","Speed Download (KB)","Size Upload (KB)","Size Download (KB)"
05-08-2017,16:21:17,TrackerStart
05-08-2017,16:21:17,KeywordSearchStart,"Ankylosing Spodylitis","Ankylosing Spodylitis"
05-08-2017,16:21:18,Request,https://clinicaltrials.gov/ct2/results?term=Ankylosing+Spodylitis&Search=&displayxml=true&pg=1,"Ankylosing Spodylitis",0.89,0,184,0.00,0.16
05-08-2017,16:21:18,KeywordSearchEnd,"Ankylosing Spodylitis","Ankylosing Spodylitis"
05-08-2017,16:21:18,KeywordSearchStart,"Crohn's Disease","Crohn's Disease"
05-08-2017,16:21:18,Request,https://clinicaltrials.gov/ct2/results?term=Crohn%27s+Disease&Search=&displayxml=true&pg=1,"Crohn's Disease",0.735,0,72832,0.00,52.28
05-08-2017,16:21:18,Request,https://clinicaltrials.gov/ct2/show/record/NCT01736046?,"Crohn's Disease",0.047,0,1044425,0.00,47.94
05-08-2017,16:21:20,Request,https://clinicaltrials.gov/ct2/show/record/NCT01074580?,"Crohn's Disease",1.343,0,28714,0.00,37.66
05-08-2017,16:21:20,Request,https://clinicaltrials.gov/ct2/show/record/NCT01554007?,"Crohn's Disease",0.719,0,62582,0.00,43.94
05-08-2017,16:21:21,Request,https://clinicaltrials.gov/ct2/show/record/NCT00723840?,"Crohn's Disease",0.719,0,57072,0.00,40.07
05-08-2017,16:21:22,Request,https://clinicaltrials.gov/ct2/show/record/NCT02231814?,"Crohn's Disease",0.718,0,64636,0.00,45.32
05-08-2017,16:21:23,Request,https://clinicaltrials.gov/ct2/show/record/NCT02504255?,"Crohn's Disease",0.719,0,57965,0.00,40.70
05-08-2017,16:21:23,Request,https://clinicaltrials.gov/ct2/show/record/NCT00356408?,"Crohn's Disease",0.828,0,47530,0.00,38.43
05-08-2017,16:21:24,Request,https://clinicaltrials.gov/ct2/show/record/NCT01355614?,"Crohn's Disease",0.719,0,53052,0.00,37.25
